"REF_DATE","GEO","DGUID","Age group","Sex","Response","Estimates","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2016","Quebec","2016A000224","15 to 24 years","Both sexes","Very satisfied","Number of persons","Persons","249","thousands","3","v116319763","3.2.1.2.1","107","E","","","0"
"2016","Quebec","2016A000224","15 to 24 years","Both sexes","Very satisfied","Percentage of persons","Percent","239","units ","0","v116319764","3.2.1.2.2","26.3","E","","","1"
"2016","Quebec","2016A000224","15 to 24 years","Both sexes","Very satisfied","Low 95% confidence interval, percent","Percent","239","units ","0","v116319765","3.2.1.2.3","17.4","","","","1"
"2016","Quebec","2016A000224","15 to 24 years","Both sexes","Very satisfied","High 95% confidence interval, percent","Percent","239","units ","0","v116319766","3.2.1.2.4","37.7","","","","1"
"2016","Quebec","2016A000224","15 to 24 years","Both sexes","Satisfied","Number of persons","Persons","249","thousands","3","v116319767","3.2.1.3.1","256","","","","0"
"2016","Quebec","2016A000224","15 to 24 years","Both sexes","Satisfied","Percentage of persons","Percent","239","units ","0","v116319768","3.2.1.3.2","62.9","","","","1"
"2016","Quebec","2016A000224","15 to 24 years","Both sexes","Satisfied","Low 95% confidence interval, percent","Percent","239","units ","0","v116319769","3.2.1.3.3","50.9","","","","1"
"2016","Quebec","2016A000224","15 to 24 years","Both sexes","Satisfied","High 95% confidence interval, percent","Percent","239","units ","0","v116319770","3.2.1.3.4","73.4","","","","1"
"2016","Quebec","2016A000224","15 to 24 years","Both sexes","Neither satisfied nor dissatisfied","Number of persons","Persons","249","thousands","3","v116319771","3.2.1.4.1","","F","","","0"
"2016","Quebec","2016A000224","15 to 24 years","Both sexes","Neither satisfied nor dissatisfied","Percentage of persons","Percent","239","units ","0","v116319772","3.2.1.4.2","","F","","","1"
"2016","Quebec","2016A000224","15 to 24 years","Both sexes","Neither satisfied nor dissatisfied","Low 95% confidence interval, percent","Percent","239","units ","0","v116319773","3.2.1.4.3","","F","","","1"
"2016","Quebec","2016A000224","15 to 24 years","Both sexes","Neither satisfied nor dissatisfied","High 95% confidence interval, percent","Percent","239","units ","0","v116319774","3.2.1.4.4","","F","","","1"
"2016","Quebec","2016A000224","15 to 24 years","Both sexes","Dissatisfied or very dissatisfied","Number of persons","Persons","249","thousands","3","v116753161","3.2.1.9.1","","F","","","0"
"2016","Quebec","2016A000224","15 to 24 years","Both sexes","Dissatisfied or very dissatisfied","Percentage of persons","Percent","239","units ","0","v116753162","3.2.1.9.2","","F","","","1"
"2016","Quebec","2016A000224","15 to 24 years","Both sexes","Dissatisfied or very dissatisfied","Low 95% confidence interval, percent","Percent","239","units ","0","v116753163","3.2.1.9.3","","F","","","1"
"2016","Quebec","2016A000224","15 to 24 years","Both sexes","Dissatisfied or very dissatisfied","High 95% confidence interval, percent","Percent","239","units ","0","v116753164","3.2.1.9.4","","F","","","1"
"2016","Quebec","2016A000224","15 to 24 years","Both sexes","Dissatisfied","Number of persons","Persons","249","thousands","3","v116319775","3.2.1.5.1","","F","","","0"
"2016","Quebec","2016A000224","15 to 24 years","Both sexes","Dissatisfied","Percentage of persons","Percent","239","units ","0","v116319776","3.2.1.5.2","","F","","","1"
"2016","Quebec","2016A000224","15 to 24 years","Both sexes","Dissatisfied","Low 95% confidence interval, percent","Percent","239","units ","0","v116319777","3.2.1.5.3","","F","","","1"
"2016","Quebec","2016A000224","15 to 24 years","Both sexes","Dissatisfied","High 95% confidence interval, percent","Percent","239","units ","0","v116319778","3.2.1.5.4","","F","","","1"
"2016","Quebec","2016A000224","15 to 24 years","Both sexes","Very dissatisfied","Number of persons","Persons","249","thousands","3","v116319779","3.2.1.6.1","","F","","","0"
"2016","Quebec","2016A000224","15 to 24 years","Both sexes","Very dissatisfied","Percentage of persons","Percent","239","units ","0","v116319780","3.2.1.6.2","","F","","","1"
"2016","Quebec","2016A000224","15 to 24 years","Both sexes","Very dissatisfied","Low 95% confidence interval, percent","Percent","239","units ","0","v116319781","3.2.1.6.3","","F","","","1"
"2016","Quebec","2016A000224","15 to 24 years","Both sexes","Very dissatisfied","High 95% confidence interval, percent","Percent","239","units ","0","v116319782","3.2.1.6.4","","F","","","1"
"2016","Quebec","2016A000224","15 to 24 years","Both sexes","Don't know/refusal/not stated","Number of persons","Persons","249","thousands","3","v116319783","3.2.1.7.1","","F","","","0"
"2016","Quebec","2016A000224","15 to 24 years","Both sexes","Don't know/refusal/not stated","Percentage of persons","Percent","239","units ","0","v116319784","3.2.1.7.2","","F","","","1"
"2016","Quebec","2016A000224","15 to 24 years","Both sexes","Don't know/refusal/not stated","Low 95% confidence interval, percent","Percent","239","units ","0","v116319785","3.2.1.7.3","","F","","","1"
"2016","Quebec","2016A000224","15 to 24 years","Both sexes","Don't know/refusal/not stated","High 95% confidence interval, percent","Percent","239","units ","0","v116319786","3.2.1.7.4","","F","","","1"
"2016","Quebec","2016A000224","15 to 24 years","Male","Total, job satisfaction","Number of persons","Persons","249","thousands","3","v116319787","3.2.2.1.1","170","","","","0"
"2016","Quebec","2016A000224","15 to 24 years","Male","Total, job satisfaction","Percentage of persons","Percent","239","units ","0","v116319788","3.2.2.1.2","100.0","","","","1"
"2016","Quebec","2016A000224","15 to 24 years","Male","Total, job satisfaction","Low 95% confidence interval, percent","Percent","239","units ","0","v116319789","3.2.2.1.3","100.0","","","","1"
"2016","Quebec","2016A000224","15 to 24 years","Male","Total, job satisfaction","High 95% confidence interval, percent","Percent","239","units ","0","v116319790","3.2.2.1.4","100.0","","","","1"
"2016","Quebec","2016A000224","15 to 24 years","Male","Very satisfied or satisfied","Number of persons","Persons","249","thousands","3","v116753165","3.2.2.8.1","150","","","","0"
"2016","Quebec","2016A000224","15 to 24 years","Male","Very satisfied or satisfied","Percentage of persons","Percent","239","units ","0","v116753166","3.2.2.8.2","88.8","","","","1"
"2016","Quebec","2016A000224","15 to 24 years","Male","Very satisfied or satisfied","Low 95% confidence interval, percent","Percent","239","units ","0","v116753167","3.2.2.8.3","69.9","","","","1"
"2016","Quebec","2016A000224","15 to 24 years","Male","Very satisfied or satisfied","High 95% confidence interval, percent","Percent","239","units ","0","v116753168","3.2.2.8.4","96.4","","","","1"
"2016","Quebec","2016A000224","15 to 24 years","Male","Very satisfied","Number of persons","Persons","249","thousands","3","v116319791","3.2.2.2.1","","F","","","0"
"2016","Quebec","2016A000224","15 to 24 years","Male","Very satisfied","Percentage of persons","Percent","239","units ","0","v116319792","3.2.2.2.2","","F","","","1"
"2016","Quebec","2016A000224","15 to 24 years","Male","Very satisfied","Low 95% confidence interval, percent","Percent","239","units ","0","v116319793","3.2.2.2.3","","F","","","1"
"2016","Quebec","2016A000224","15 to 24 years","Male","Very satisfied","High 95% confidence interval, percent","Percent","239","units ","0","v116319794","3.2.2.2.4","","F","","","1"
"2016","Quebec","2016A000224","15 to 24 years","Male","Satisfied","Number of persons","Persons","249","thousands","3","v116319795","3.2.2.3.1","113","E","","","0"
"2016","Quebec","2016A000224","15 to 24 years","Male","Satisfied","Percentage of persons","Percent","239","units ","0","v116319796","3.2.2.3.2","66.5","","","","1"
"2016","Quebec","2016A000224","15 to 24 years","Male","Satisfied","Low 95% confidence interval, percent","Percent","239","units ","0","v116319797","3.2.2.3.3","47.0","","","","1"
"2016","Quebec","2016A000224","15 to 24 years","Male","Satisfied","High 95% confidence interval, percent","Percent","239","units ","0","v116319798","3.2.2.3.4","81.6","","","","1"
"2016","Quebec","2016A000224","15 to 24 years","Male","Neither satisfied nor dissatisfied","Number of persons","Persons","249","thousands","3","v116319799","3.2.2.4.1","","F","","","0"
"2016","Quebec","2016A000224","15 to 24 years","Male","Neither satisfied nor dissatisfied","Percentage of persons","Percent","239","units ","0","v116319800","3.2.2.4.2","","F","","","1"
"2016","Quebec","2016A000224","15 to 24 years","Male","Neither satisfied nor dissatisfied","Low 95% confidence interval, percent","Percent","239","units ","0","v116319801","3.2.2.4.3","","F","","","1"
"2016","Quebec","2016A000224","15 to 24 years","Male","Neither satisfied nor dissatisfied","High 95% confidence interval, percent","Percent","239","units ","0","v116319802","3.2.2.4.4","","F","","","1"
"2016","Quebec","2016A000224","15 to 24 years","Male","Dissatisfied or very dissatisfied","Number of persons","Persons","249","thousands","3","v116753169","3.2.2.9.1","","F","","","0"
"2016","Quebec","2016A000224","15 to 24 years","Male","Dissatisfied or very dissatisfied","Percentage of persons","Percent","239","units ","0","v116753170","3.2.2.9.2","","F","","","1"
"2016","Quebec","2016A000224","15 to 24 years","Male","Dissatisfied or very dissatisfied","Low 95% confidence interval, percent","Percent","239","units ","0","v116753171","3.2.2.9.3","","F","","","1"
"2016","Quebec","2016A000224","15 to 24 years","Male","Dissatisfied or very dissatisfied","High 95% confidence interval, percent","Percent","239","units ","0","v116753172","3.2.2.9.4","","F","","","1"
"2016","Quebec","2016A000224","15 to 24 years","Male","Dissatisfied","Number of persons","Persons","249","thousands","3","v116319803","3.2.2.5.1","","F","","","0"
"2016","Quebec","2016A000224","15 to 24 years","Male","Dissatisfied","Percentage of persons","Percent","239","units ","0","v116319804","3.2.2.5.2","","F","","","1"
"2016","Quebec","2016A000224","15 to 24 years","Male","Dissatisfied","Low 95% confidence interval, percent","Percent","239","units ","0","v116319805","3.2.2.5.3","","F","","","1"
"2016","Quebec","2016A000224","15 to 24 years","Male","Dissatisfied","High 95% confidence interval, percent","Percent","239","units ","0","v116319806","3.2.2.5.4","","F","","","1"
"2016","Quebec","2016A000224","15 to 24 years","Male","Very dissatisfied","Number of persons","Persons","249","thousands","3","v116319807","3.2.2.6.1","","F","","","0"
"2016","Quebec","2016A000224","15 to 24 years","Male","Very dissatisfied","Percentage of persons","Percent","239","units ","0","v116319808","3.2.2.6.2","","F","","","1"
"2016","Quebec","2016A000224","15 to 24 years","Male","Very dissatisfied","Low 95% confidence interval, percent","Percent","239","units ","0","v116319809","3.2.2.6.3","","F","","","1"
"2016","Quebec","2016A000224","15 to 24 years","Male","Very dissatisfied","High 95% confidence interval, percent","Percent","239","units ","0","v116319810","3.2.2.6.4","","F","","","1"
"2016","Quebec","2016A000224","15 to 24 years","Male","Don't know/refusal/not stated","Number of persons","Persons","249","thousands","3","v116319811","3.2.2.7.1","","F","","","0"
"2016","Quebec","2016A000224","15 to 24 years","Male","Don't know/refusal/not stated","Percentage of persons","Percent","239","units ","0","v116319812","3.2.2.7.2","","F","","","1"
"2016","Quebec","2016A000224","15 to 24 years","Male","Don't know/refusal/not stated","Low 95% confidence interval, percent","Percent","239","units ","0","v116319813","3.2.2.7.3","","F","","","1"
"2016","Quebec","2016A000224","15 to 24 years","Male","Don't know/refusal/not stated","High 95% confidence interval, percent","Percent","239","units ","0","v116319814","3.2.2.7.4","","F","","","1"
"2016","Quebec","2016A000224","15 to 24 years","Female","Total, job satisfaction","Number of persons","Persons","249","thousands","3","v116319815","3.2.3.1.1","238","","","","0"
"2016","Quebec","2016A000224","15 to 24 years","Female","Total, job satisfaction","Percentage of persons","Percent","239","units ","0","v116319816","3.2.3.1.2","100.0","","","","1"
"2016","Quebec","2016A000224","15 to 24 years","Female","Total, job satisfaction","Low 95% confidence interval, percent","Percent","239","units ","0","v116319817","3.2.3.1.3","100.0","","","","1"
"2016","Quebec","2016A000224","15 to 24 years","Female","Total, job satisfaction","High 95% confidence interval, percent","Percent","239","units ","0","v116319818","3.2.3.1.4","100.0","","","","1"
"2016","Quebec","2016A000224","15 to 24 years","Female","Very satisfied or satisfied","Number of persons","Persons","249","thousands","3","v116753173","3.2.3.8.1","213","","","","0"
"2016","Quebec","2016A000224","15 to 24 years","Female","Very satisfied or satisfied","Percentage of persons","Percent","239","units ","0","v116753174","3.2.3.8.2","89.4","","","","1"
"2016","Quebec","2016A000224","15 to 24 years","Female","Very satisfied or satisfied","Low 95% confidence interval, percent","Percent","239","units ","0","v116753175","3.2.3.8.3","78.2","","","","1"
"2016","Quebec","2016A000224","15 to 24 years","Female","Very satisfied or satisfied","High 95% confidence interval, percent","Percent","239","units ","0","v116753176","3.2.3.8.4","95.2","","","","1"
"2016","Quebec","2016A000224","15 to 24 years","Female","Very satisfied","Number of persons","Persons","249","thousands","3","v116319819","3.2.3.2.1","69","E","","","0"
"2016","Quebec","2016A000224","15 to 24 years","Female","Very satisfied","Percentage of persons","Percent","239","units ","0","v116319820","3.2.3.2.2","29.1","E","","","1"
"2016","Quebec","2016A000224","15 to 24 years","Female","Very satisfied","Low 95% confidence interval, percent","Percent","239","units ","0","v116319821","3.2.3.2.3","17.7","","","","1"
"2016","Quebec","2016A000224","15 to 24 years","Female","Very satisfied","High 95% confidence interval, percent","Percent","239","units ","0","v116319822","3.2.3.2.4","44.0","","","","1"
"2016","Quebec","2016A000224","15 to 24 years","Female","Satisfied","Number of persons","Persons","249","thousands","3","v116319823","3.2.3.3.1","143","","","","0"
"2016","Quebec","2016A000224","15 to 24 years","Female","Satisfied","Percentage of persons","Percent","239","units ","0","v116319824","3.2.3.3.2","60.3","","","","1"
"2016","Quebec","2016A000224","15 to 24 years","Female","Satisfied","Low 95% confidence interval, percent","Percent","239","units ","0","v116319825","3.2.3.3.3","45.2","","","","1"
"2016","Quebec","2016A000224","15 to 24 years","Female","Satisfied","High 95% confidence interval, percent","Percent","239","units ","0","v116319826","3.2.3.3.4","73.7","","","","1"
"2016","Quebec","2016A000224","15 to 24 years","Female","Neither satisfied nor dissatisfied","Number of persons","Persons","249","thousands","3","v116319827","3.2.3.4.1","","F","","","0"
"2016","Quebec","2016A000224","15 to 24 years","Female","Neither satisfied nor dissatisfied","Percentage of persons","Percent","239","units ","0","v116319828","3.2.3.4.2","","F","","","1"
"2016","Quebec","2016A000224","15 to 24 years","Female","Neither satisfied nor dissatisfied","Low 95% confidence interval, percent","Percent","239","units ","0","v116319829","3.2.3.4.3","","F","","","1"
"2016","Quebec","2016A000224","15 to 24 years","Female","Neither satisfied nor dissatisfied","High 95% confidence interval, percent","Percent","239","units ","0","v116319830","3.2.3.4.4","","F","","","1"
"2016","Quebec","2016A000224","15 to 24 years","Female","Dissatisfied or very dissatisfied","Number of persons","Persons","249","thousands","3","v116753177","3.2.3.9.1","","F","","","0"
"2016","Quebec","2016A000224","15 to 24 years","Female","Dissatisfied or very dissatisfied","Percentage of persons","Percent","239","units ","0","v116753178","3.2.3.9.2","","F","","","1"
"2016","Quebec","2016A000224","15 to 24 years","Female","Dissatisfied or very dissatisfied","Low 95% confidence interval, percent","Percent","239","units ","0","v116753179","3.2.3.9.3","","F","","","1"
"2016","Quebec","2016A000224","15 to 24 years","Female","Dissatisfied or very dissatisfied","High 95% confidence interval, percent","Percent","239","units ","0","v116753180","3.2.3.9.4","","F","","","1"
"2016","Quebec","2016A000224","15 to 24 years","Female","Dissatisfied","Number of persons","Persons","249","thousands","3","v116319831","3.2.3.5.1","","F","","","0"
"2016","Quebec","2016A000224","15 to 24 years","Female","Dissatisfied","Percentage of persons","Percent","239","units ","0","v116319832","3.2.3.5.2","","F","","","1"
"2016","Quebec","2016A000224","15 to 24 years","Female","Dissatisfied","Low 95% confidence interval, percent","Percent","239","units ","0","v116319833","3.2.3.5.3","","F","","","1"
"2016","Quebec","2016A000224","15 to 24 years","Female","Dissatisfied","High 95% confidence interval, percent","Percent","239","units ","0","v116319834","3.2.3.5.4","","F","","","1"
"2016","Quebec","2016A000224","15 to 24 years","Female","Very dissatisfied","Number of persons","Persons","249","thousands","3","v116319835","3.2.3.6.1","","F","","","0"
"2016","Quebec","2016A000224","15 to 24 years","Female","Very dissatisfied","Percentage of persons","Percent","239","units ","0","v116319836","3.2.3.6.2","","F","","","1"
"2016","Quebec","2016A000224","15 to 24 years","Female","Very dissatisfied","Low 95% confidence interval, percent","Percent","239","units ","0","v116319837","3.2.3.6.3","","F","","","1"
"2016","Quebec","2016A000224","15 to 24 years","Female","Very dissatisfied","High 95% confidence interval, percent","Percent","239","units ","0","v116319838","3.2.3.6.4","","F","","","1"
"2016","Quebec","2016A000224","15 to 24 years","Female","Don't know/refusal/not stated","Number of persons","Persons","249","thousands","3","v116319839","3.2.3.7.1","","F","","","0"
"2016","Quebec","2016A000224","15 to 24 years","Female","Don't know/refusal/not stated","Percentage of persons","Percent","239","units ","0","v116319840","3.2.3.7.2","","F","","","1"
"2016","Quebec","2016A000224","15 to 24 years","Female","Don't know/refusal/not stated","Low 95% confidence interval, percent","Percent","239","units ","0","v116319841","3.2.3.7.3","","F","","","1"
"2016","Quebec","2016A000224","15 to 24 years","Female","Don't know/refusal/not stated","High 95% confidence interval, percent","Percent","239","units ","0","v116319842","3.2.3.7.4","","F","","","1"
"2016","Quebec","2016A000224","25 to 54 years","Both sexes","Total, job satisfaction","Number of persons","Persons","249","thousands","3","v116753181","3.5.1.1.1","2337","","","","0"
"2016","Quebec","2016A000224","25 to 54 years","Both sexes","Total, job satisfaction","Percentage of persons","Percent","239","units ","0","v116753182","3.5.1.1.2","100.0","","","","1"
"2016","Quebec","2016A000224","25 to 54 years","Both sexes","Total, job satisfaction","Low 95% confidence interval, percent","Percent","239","units ","0","v116753183","3.5.1.1.3","100.0","","","","1"
"2016","Quebec","2016A000224","25 to 54 years","Both sexes","Total, job satisfaction","High 95% confidence interval, percent","Percent","239","units ","0","v116753184","3.5.1.1.4","100.0","","","","1"
"2016","Quebec","2016A000224","25 to 54 years","Both sexes","Very satisfied or satisfied","Number of persons","Persons","249","thousands","3","v116753185","3.5.1.8.1","2058","","","","0"
"2016","Quebec","2016A000224","25 to 54 years","Both sexes","Very satisfied or satisfied","Percentage of persons","Percent","239","units ","0","v116753186","3.5.1.8.2","88.1","","","","1"
"2016","Quebec","2016A000224","25 to 54 years","Both sexes","Very satisfied or satisfied","Low 95% confidence interval, percent","Percent","239","units ","0","v116753187","3.5.1.8.3","85.6","","","","1"
"2016","Quebec","2016A000224","25 to 54 years","Both sexes","Very satisfied or satisfied","High 95% confidence interval, percent","Percent","239","units ","0","v116753188","3.5.1.8.4","90.2","","","","1"
"2016","Quebec","2016A000224","25 to 54 years","Both sexes","Very satisfied","Number of persons","Persons","249","thousands","3","v116753189","3.5.1.2.1","848","","","","0"
"2016","Quebec","2016A000224","25 to 54 years","Both sexes","Very satisfied","Percentage of persons","Percent","239","units ","0","v116753190","3.5.1.2.2","36.3","","","","1"
"2016","Quebec","2016A000224","25 to 54 years","Both sexes","Very satisfied","Low 95% confidence interval, percent","Percent","239","units ","0","v116753191","3.5.1.2.3","32.9","","","","1"
"2016","Quebec","2016A000224","25 to 54 years","Both sexes","Very satisfied","High 95% confidence interval, percent","Percent","239","units ","0","v116753192","3.5.1.2.4","39.8","","","","1"
"2016","Quebec","2016A000224","25 to 54 years","Both sexes","Satisfied","Number of persons","Persons","249","thousands","3","v116753193","3.5.1.3.1","1210","","","","0"
"2016","Quebec","2016A000224","25 to 54 years","Both sexes","Satisfied","Percentage of persons","Percent","239","units ","0","v116753194","3.5.1.3.2","51.8","","","","1"
"2016","Quebec","2016A000224","25 to 54 years","Both sexes","Satisfied","Low 95% confidence interval, percent","Percent","239","units ","0","v116753195","3.5.1.3.3","48.5","","","","1"
"2016","Quebec","2016A000224","25 to 54 years","Both sexes","Satisfied","High 95% confidence interval, percent","Percent","239","units ","0","v116753196","3.5.1.3.4","55.0","","","","1"
"2016","Quebec","2016A000224","25 to 54 years","Both sexes","Neither satisfied nor dissatisfied","Number of persons","Persons","249","thousands","3","v116753197","3.5.1.4.1","181","","","","0"
"2016","Quebec","2016A000224","25 to 54 years","Both sexes","Neither satisfied nor dissatisfied","Percentage of persons","Percent","239","units ","0","v116753198","3.5.1.4.2","7.8","","","","1"
"2016","Quebec","2016A000224","25 to 54 years","Both sexes","Neither satisfied nor dissatisfied","Low 95% confidence interval, percent","Percent","239","units ","0","v116753199","3.5.1.4.3","5.9","","","","1"
"2016","Quebec","2016A000224","25 to 54 years","Both sexes","Neither satisfied nor dissatisfied","High 95% confidence interval, percent","Percent","239","units ","0","v116753200","3.5.1.4.4","10.1","","","","1"
"2016","Quebec","2016A000224","25 to 54 years","Both sexes","Dissatisfied or very dissatisfied","Number of persons","Persons","249","thousands","3","v116753201","3.5.1.9.1","90","E","","","0"
"2016","Quebec","2016A000224","25 to 54 years","Both sexes","Dissatisfied or very dissatisfied","Percentage of persons","Percent","239","units ","0","v116753202","3.5.1.9.2","3.9","E","","","1"
"2016","Quebec","2016A000224","25 to 54 years","Both sexes","Dissatisfied or very dissatisfied","Low 95% confidence interval, percent","Percent","239","units ","0","v116753203","3.5.1.9.3","2.8","","","","1"
"2016","Quebec","2016A000224","25 to 54 years","Both sexes","Dissatisfied or very dissatisfied","High 95% confidence interval, percent","Percent","239","units ","0","v116753204","3.5.1.9.4","5.3","","","","1"
"2016","Quebec","2016A000224","25 to 54 years","Both sexes","Dissatisfied","Number of persons","Persons","249","thousands","3","v116753205","3.5.1.5.1","70","E","","","0"
"2016","Quebec","2016A000224","25 to 54 years","Both sexes","Dissatisfied","Percentage of persons","Percent","239","units ","0","v116753206","3.5.1.5.2","3.0","E","","","1"
"2016","Quebec","2016A000224","25 to 54 years","Both sexes","Dissatisfied","Low 95% confidence interval, percent","Percent","239","units ","0","v116753207","3.5.1.5.3","2.0","","","","1"
"2016","Quebec","2016A000224","25 to 54 years","Both sexes","Dissatisfied","High 95% confidence interval, percent","Percent","239","units ","0","v116753208","3.5.1.5.4","4.3","","","","1"
"2016","Quebec","2016A000224","25 to 54 years","Both sexes","Very dissatisfied","Number of persons","Persons","249","thousands","3","v116753209","3.5.1.6.1","","F","","","0"
"2016","Quebec","2016A000224","25 to 54 years","Both sexes","Very dissatisfied","Percentage of persons","Percent","239","units ","0","v116753210","3.5.1.6.2","","F","","","1"
"2016","Quebec","2016A000224","25 to 54 years","Both sexes","Very dissatisfied","Low 95% confidence interval, percent","Percent","239","units ","0","v116753211","3.5.1.6.3","","F","","","1"
"2016","Quebec","2016A000224","25 to 54 years","Both sexes","Very dissatisfied","High 95% confidence interval, percent","Percent","239","units ","0","v116753212","3.5.1.6.4","","F","","","1"
"2016","Quebec","2016A000224","25 to 54 years","Both sexes","Don't know/refusal/not stated","Number of persons","Persons","249","thousands","3","v116753213","3.5.1.7.1","","F","","","0"
"2016","Quebec","2016A000224","25 to 54 years","Both sexes","Don't know/refusal/not stated","Percentage of persons","Percent","239","units ","0","v116753214","3.5.1.7.2","","F","","","1"
"2016","Quebec","2016A000224","25 to 54 years","Both sexes","Don't know/refusal/not stated","Low 95% confidence interval, percent","Percent","239","units ","0","v116753215","3.5.1.7.3","","F","","","1"
"2016","Quebec","2016A000224","25 to 54 years","Both sexes","Don't know/refusal/not stated","High 95% confidence interval, percent","Percent","239","units ","0","v116753216","3.5.1.7.4","","F","","","1"
"2016","Quebec","2016A000224","25 to 54 years","Male","Total, job satisfaction","Number of persons","Persons","249","thousands","3","v116753217","3.5.2.1.1","1198","","","","0"
"2016","Quebec","2016A000224","25 to 54 years","Male","Total, job satisfaction","Percentage of persons","Percent","239","units ","0","v116753218","3.5.2.1.2","100.0","","","","1"
"2016","Quebec","2016A000224","25 to 54 years","Male","Total, job satisfaction","Low 95% confidence interval, percent","Percent","239","units ","0","v116753219","3.5.2.1.3","100.0","","","","1"
"2016","Quebec","2016A000224","25 to 54 years","Male","Total, job satisfaction","High 95% confidence interval, percent","Percent","239","units ","0","v116753220","3.5.2.1.4","100.0","","","","1"
"2016","Quebec","2016A000224","25 to 54 years","Male","Very satisfied or satisfied","Number of persons","Persons","249","thousands","3","v116753221","3.5.2.8.1","1028","","","","0"
"2016","Quebec","2016A000224","25 to 54 years","Male","Very satisfied or satisfied","Percentage of persons","Percent","239","units ","0","v116753222","3.5.2.8.2","85.8","","","","1"
"2016","Quebec","2016A000224","25 to 54 years","Male","Very satisfied or satisfied","Low 95% confidence interval, percent","Percent","239","units ","0","v116753223","3.5.2.8.3","82.1","","","","1"
"2016","Quebec","2016A000224","25 to 54 years","Male","Very satisfied or satisfied","High 95% confidence interval, percent","Percent","239","units ","0","v116753224","3.5.2.8.4","88.9","","","","1"
"2016","Quebec","2016A000224","25 to 54 years","Male","Very satisfied","Number of persons","Persons","249","thousands","3","v116753225","3.5.2.2.1","450","","","","0"
"2016","Quebec","2016A000224","25 to 54 years","Male","Very satisfied","Percentage of persons","Percent","239","units ","0","v116753226","3.5.2.2.2","37.6","","","","1"
"2016","Quebec","2016A000224","25 to 54 years","Male","Very satisfied","Low 95% confidence interval, percent","Percent","239","units ","0","v116753227","3.5.2.2.3","32.8","","","","1"
"2016","Quebec","2016A000224","25 to 54 years","Male","Very satisfied","High 95% confidence interval, percent","Percent","239","units ","0","v116753228","3.5.2.2.4","42.6","","","","1"
"2016","Quebec","2016A000224","25 to 54 years","Male","Satisfied","Number of persons","Persons","249","thousands","3","v116753229","3.5.2.3.1","578","","","","0"
"2016","Quebec","2016A000224","25 to 54 years","Male","Satisfied","Percentage of persons","Percent","239","units ","0","v116753230","3.5.2.3.2","48.2","","","","1"
"2016","Quebec","2016A000224","25 to 54 years","Male","Satisfied","Low 95% confidence interval, percent","Percent","239","units ","0","v116753231","3.5.2.3.3","43.5","","","","1"
"2016","Quebec","2016A000224","25 to 54 years","Male","Satisfied","High 95% confidence interval, percent","Percent","239","units ","0","v116753232","3.5.2.3.4","53.0","","","","1"
"2016","Quebec","2016A000224","25 to 54 years","Male","Neither satisfied nor dissatisfied","Number of persons","Persons","249","thousands","3","v116753233","3.5.2.4.1","106","E","","","0"
"2016","Quebec","2016A000224","25 to 54 years","Male","Neither satisfied nor dissatisfied","Percentage of persons","Percent","239","units ","0","v116753234","3.5.2.4.2","8.8","E","","","1"
"2016","Quebec","2016A000224","25 to 54 years","Male","Neither satisfied nor dissatisfied","Low 95% confidence interval, percent","Percent","239","units ","0","v116753235","3.5.2.4.3","6.3","","","","1"
"2016","Quebec","2016A000224","25 to 54 years","Male","Neither satisfied nor dissatisfied","High 95% confidence interval, percent","Percent","239","units ","0","v116753236","3.5.2.4.4","12.3","","","","1"
"2016","Quebec","2016A000224","25 to 54 years","Male","Dissatisfied or very dissatisfied","Number of persons","Persons","249","thousands","3","v116753237","3.5.2.9.1","59","E","","","0"
"2016","Quebec","2016A000224","25 to 54 years","Male","Dissatisfied or very dissatisfied","Percentage of persons","Percent","239","units ","0","v116753238","3.5.2.9.2","4.9","E","","","1"
"2016","Quebec","2016A000224","25 to 54 years","Male","Dissatisfied or very dissatisfied","Low 95% confidence interval, percent","Percent","239","units ","0","v116753239","3.5.2.9.3","3.2","","","","1"
"2016","Quebec","2016A000224","25 to 54 years","Male","Dissatisfied or very dissatisfied","High 95% confidence interval, percent","Percent","239","units ","0","v116753240","3.5.2.9.4","7.5","","","","1"
"2016","Quebec","2016A000224","25 to 54 years","Male","Dissatisfied","Number of persons","Persons","249","thousands","3","v116753241","3.5.2.5.1","45","E","","","0"
"2016","Quebec","2016A000224","25 to 54 years","Male","Dissatisfied","Percentage of persons","Percent","239","units ","0","v116753242","3.5.2.5.2","3.7","E","","","1"
"2016","Quebec","2016A000224","25 to 54 years","Male","Dissatisfied","Low 95% confidence interval, percent","Percent","239","units ","0","v116753243","3.5.2.5.3","2.3","","","","1"
"2016","Quebec","2016A000224","25 to 54 years","Male","Dissatisfied","High 95% confidence interval, percent","Percent","239","units ","0","v116753244","3.5.2.5.4","6.1","","","","1"
"2016","Quebec","2016A000224","25 to 54 years","Male","Very dissatisfied","Number of persons","Persons","249","thousands","3","v116753245","3.5.2.6.1","","F","","","0"
"2016","Quebec","2016A000224","25 to 54 years","Male","Very dissatisfied","Percentage of persons","Percent","239","units ","0","v116753246","3.5.2.6.2","","F","","","1"
