COORDINATE,GEO,Age group,Sex,Response,Estimates,UOM,SCALAR_FACTOR,VECTOR,VALUE,STATUS
3.2.3.8.1,Quebec,15 to 24 years,Female,Very satisfied or satisfied,Number of persons,Persons,thousands,v116753173,213.0,
3.2.3.8.2,Quebec,15 to 24 years,Female,Very satisfied or satisfied,Percentage of persons,Percent,units ,v116753174,89.4,
3.2.3.8.3,Quebec,15 to 24 years,Female,Very satisfied or satisfied,"Low 95% confidence interval, percent",Percent,units ,v116753175,78.2,
3.2.3.8.4,Quebec,15 to 24 years,Female,Very satisfied or satisfied,"High 95% confidence interval, percent",Percent,units ,v116753176,95.2,
3.2.3.2.1,Quebec,15 to 24 years,Female,Very satisfied,Number of persons,Persons,thousands,v116319819,69.0,E
3.2.3.2.2,Quebec,15 to 24 years,Female,Very satisfied,Percentage of persons,Percent,units ,v116319820,29.1,E
3.2.3.2.3,Quebec,15 to 24 years,Female,Very satisfied,"Low 95% confidence interval, percent",Percent,units ,v116319821,17.7,
3.2.3.2.4,Quebec,15 to 24 years,Female,Very satisfied,"High 95% confidence interval, percent",Percent,units ,v116319822,44.0,
3.2.3.3.1,Quebec,15 to 24 years,Female,Satisfied,Number of persons,Persons,thousands,v116319823,143.0,
3.2.3.3.2,Quebec,15 to 24 years,Female,Satisfied,Percentage of persons,Percent,units ,v116319824,60.3,
3.2.3.3.3,Quebec,15 to 24 years,Female,Satisfied,"Low 95% confidence interval, percent",Percent,units ,v116319825,45.2,
3.2.3.3.4,Quebec,15 to 24 years,Female,Satisfied,"High 95% confidence interval, percent",Percent,units ,v116319826,73.7,
3.2.3.4.1,Quebec,15 to 24 years,Female,Neither satisfied nor dissatisfied,Number of persons,Persons,thousands,v116319827,,F
3.2.3.4.2,Quebec,15 to 24 years,Female,Neither satisfied nor dissatisfied,Percentage of persons,Percent,units ,v116319828,,F
3.2.3.4.3,Quebec,15 to 24 years,Female,Neither satisfied nor dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116319829,,F
3.2.3.4.4,Quebec,15 to 24 years,Female,Neither satisfied nor dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116319830,,F
3.2.3.9.1,Quebec,15 to 24 years,Female,Dissatisfied or very dissatisfied,Number of persons,Persons,thousands,v116753177,,F
3.2.3.9.2,Quebec,15 to 24 years,Female,Dissatisfied or very dissatisfied,Percentage of persons,Percent,units ,v116753178,,F
3.2.3.9.3,Quebec,15 to 24 years,Female,Dissatisfied or very dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116753179,,F
3.2.3.9.4,Quebec,15 to 24 years,Female,Dissatisfied or very dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116753180,,F
3.2.3.5.1,Quebec,15 to 24 years,Female,Dissatisfied,Number of persons,Persons,thousands,v116319831,,F
3.2.3.5.2,Quebec,15 to 24 years,Female,Dissatisfied,Percentage of persons,Percent,units ,v116319832,,F
3.2.3.5.3,Quebec,15 to 24 years,Female,Dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116319833,,F
3.2.3.5.4,Quebec,15 to 24 years,Female,Dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116319834,,F
3.2.3.6.1,Quebec,15 to 24 years,Female,Very dissatisfied,Number of persons,Persons,thousands,v116319835,,F
3.2.3.6.2,Quebec,15 to 24 years,Female,Very dissatisfied,Percentage of persons,Percent,units ,v116319836,,F
3.2.3.6.3,Quebec,15 to 24 years,Female,Very dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116319837,,F
3.2.3.6.4,Quebec,15 to 24 years,Female,Very dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116319838,,F
3.2.3.7.1,Quebec,15 to 24 years,Female,Don't know/refusal/not stated,Number of persons,Persons,thousands,v116319839,,F
3.2.3.7.2,Quebec,15 to 24 years,Female,Don't know/refusal/not stated,Percentage of persons,Percent,units ,v116319840,,F
3.2.3.7.3,Quebec,15 to 24 years,Female,Don't know/refusal/not stated,"Low 95% confidence interval, percent",Percent,units ,v116319841,,F
3.2.3.7.4,Quebec,15 to 24 years,Female,Don't know/refusal/not stated,"High 95% confidence interval, percent",Percent,units ,v116319842,,F
3.5.1.1.1,Quebec,25 to 54 years,Both sexes,"Total, job satisfaction",Number of persons,Persons,thousands,v116753181,2337.0,
3.5.1.1.2,Quebec,25 to 54 years,Both sexes,"Total, job satisfaction",Percentage of persons,Percent,units ,v116753182,100.0,
3.5.1.1.3,Quebec,25 to 54 years,Both sexes,"Total, job satisfaction","Low 95% confidence interval, percent",Percent,units ,v116753183,100.0,
3.5.1.1.4,Quebec,25 to 54 years,Both sexes,"Total, job satisfaction","High 95% confidence interval, percent",Percent,units ,v116753184,100.0,
3.5.1.8.1,Quebec,25 to 54 years,Both sexes,Very satisfied or satisfied,Number of persons,Persons,thousands,v116753185,2058.0,
3.5.1.8.2,Quebec,25 to 54 years,Both sexes,Very satisfied or satisfied,Percentage of persons,Percent,units ,v116753186,88.1,
3.5.1.8.3,Quebec,25 to 54 years,Both sexes,Very satisfied or satisfied,"Low 95% confidence interval, percent",Percent,units ,v116753187,85.6,
3.5.1.8.4,Quebec,25 to 54 years,Both sexes,Very satisfied or satisfied,"High 95% confidence interval, percent",Percent,units ,v116753188,90.2,
3.5.1.2.1,Quebec,25 to 54 years,Both sexes,Very satisfied,Number of persons,Persons,thousands,v116753189,848.0,
3.5.1.2.2,Quebec,25 to 54 years,Both sexes,Very satisfied,Percentage of persons,Percent,units ,v116753190,36.3,
3.5.1.2.3,Quebec,25 to 54 years,Both sexes,Very satisfied,"Low 95% confidence interval, percent",Percent,units ,v116753191,32.9,
3.5.1.2.4,Quebec,25 to 54 years,Both sexes,Very satisfied,"High 95% confidence interval, percent",Percent,units ,v116753192,39.8,
3.5.1.3.1,Quebec,25 to 54 years,Both sexes,Satisfied,Number of persons,Persons,thousands,v116753193,1210.0,
3.5.1.3.2,Quebec,25 to 54 years,Both sexes,Satisfied,Percentage of persons,Percent,units ,v116753194,51.8,
3.5.1.3.3,Quebec,25 to 54 years,Both sexes,Satisfied,"Low 95% confidence interval, percent",Percent,units ,v116753195,48.5,
3.5.1.3.4,Quebec,25 to 54 years,Both sexes,Satisfied,"High 95% confidence interval, percent",Percent,units ,v116753196,55.0,
3.5.1.4.1,Quebec,25 to 54 years,Both sexes,Neither satisfied nor dissatisfied,Number of persons,Persons,thousands,v116753197,181.0,
3.5.1.4.2,Quebec,25 to 54 years,Both sexes,Neither satisfied nor dissatisfied,Percentage of persons,Percent,units ,v116753198,7.8,
3.5.1.4.3,Quebec,25 to 54 years,Both sexes,Neither satisfied nor dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116753199,5.9,
3.5.1.4.4,Quebec,25 to 54 years,Both sexes,Neither satisfied nor dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116753200,10.1,
3.5.1.9.1,Quebec,25 to 54 years,Both sexes,Dissatisfied or very dissatisfied,Number of persons,Persons,thousands,v116753201,90.0,E
3.5.1.9.2,Quebec,25 to 54 years,Both sexes,Dissatisfied or very dissatisfied,Percentage of persons,Percent,units ,v116753202,3.9,E
3.5.1.9.3,Quebec,25 to 54 years,Both sexes,Dissatisfied or very dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116753203,2.8,
3.5.1.9.4,Quebec,25 to 54 years,Both sexes,Dissatisfied or very dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116753204,5.3,
3.5.1.5.1,Quebec,25 to 54 years,Both sexes,Dissatisfied,Number of persons,Persons,thousands,v116753205,70.0,E
3.5.1.5.2,Quebec,25 to 54 years,Both sexes,Dissatisfied,Percentage of persons,Percent,units ,v116753206,3.0,E
3.5.1.5.3,Quebec,25 to 54 years,Both sexes,Dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116753207,2.0,
3.5.1.5.4,Quebec,25 to 54 years,Both sexes,Dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116753208,4.3,
3.5.1.6.1,Quebec,25 to 54 years,Both sexes,Very dissatisfied,Number of persons,Persons,thousands,v116753209,,F
3.5.1.6.2,Quebec,25 to 54 years,Both sexes,Very dissatisfied,Percentage of persons,Percent,units ,v116753210,,F
3.5.1.6.3,Quebec,25 to 54 years,Both sexes,Very dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116753211,,F
3.5.1.6.4,Quebec,25 to 54 years,Both sexes,Very dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116753212,,F
3.5.1.7.1,Quebec,25 to 54 years,Both sexes,Don't know/refusal/not stated,Number of persons,Persons,thousands,v116753213,,F
3.5.1.7.2,Quebec,25 to 54 years,Both sexes,Don't know/refusal/not stated,Percentage of persons,Percent,units ,v116753214,,F
3.5.1.7.3,Quebec,25 to 54 years,Both sexes,Don't know/refusal/not stated,"Low 95% confidence interval, percent",Percent,units ,v116753215,,F
3.5.1.7.4,Quebec,25 to 54 years,Both sexes,Don't know/refusal/not stated,"High 95% confidence interval, percent",Percent,units ,v116753216,,F
3.5.2.1.1,Quebec,25 to 54 years,Male,"Total, job satisfaction",Number of persons,Persons,thousands,v116753217,1198.0,
3.5.2.1.2,Quebec,25 to 54 years,Male,"Total, job satisfaction",Percentage of persons,Percent,units ,v116753218,100.0,
3.5.2.1.3,Quebec,25 to 54 years,Male,"Total, job satisfaction","Low 95% confidence interval, percent",Percent,units ,v116753219,100.0,
3.5.2.1.4,Quebec,25 to 54 years,Male,"Total, job satisfaction","High 95% confidence interval, percent",Percent,units ,v116753220,100.0,
3.5.2.8.1,Quebec,25 to 54 years,Male,Very satisfied or satisfied,Number of persons,Persons,thousands,v116753221,1028.0,
3.5.2.8.2,Quebec,25 to 54 years,Male,Very satisfied or satisfied,Percentage of persons,Percent,units ,v116753222,85.8,
3.5.2.8.3,Quebec,25 to 54 years,Male,Very satisfied or satisfied,"Low 95% confidence interval, percent",Percent,units ,v116753223,82.1,
3.5.2.8.4,Quebec,25 to 54 years,Male,Very satisfied or satisfied,"High 95% confidence interval, percent",Percent,units ,v116753224,88.9,
3.5.2.2.1,Quebec,25 to 54 years,Male,Very satisfied,Number of persons,Persons,thousands,v116753225,450.0,
3.5.2.2.2,Quebec,25 to 54 years,Male,Very satisfied,Percentage of persons,Percent,units ,v116753226,37.6,
3.5.2.2.3,Quebec,25 to 54 years,Male,Very satisfied,"Low 95% confidence interval, percent",Percent,units ,v116753227,32.8,
3.5.2.2.4,Quebec,25 to 54 years,Male,Very satisfied,"High 95% confidence interval, percent",Percent,units ,v116753228,42.6,
3.5.2.3.1,Quebec,25 to 54 years,Male,Satisfied,Number of persons,Persons,thousands,v116753229,578.0,
3.5.2.3.2,Quebec,25 to 54 years,Male,Satisfied,Percentage of persons,Percent,units ,v116753230,48.2,
3.5.2.3.3,Quebec,25 to 54 years,Male,Satisfied,"Low 95% confidence interval, percent",Percent,units ,v116753231,43.5,
3.5.2.3.4,Quebec,25 to 54 years,Male,Satisfied,"High 95% confidence interval, percent",Percent,units ,v116753232,53.0,
3.5.2.4.1,Quebec,25 to 54 years,Male,Neither satisfied nor dissatisfied,Number of persons,Persons,thousands,v116753233,106.0,E
3.5.2.4.2,Quebec,25 to 54 years,Male,Neither satisfied nor dissatisfied,Percentage of persons,Percent,units ,v116753234,8.8,E
3.5.2.4.3,Quebec,25 to 54 years,Male,Neither satisfied nor dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116753235,6.3,
3.5.2.4.4,Quebec,25 to 54 years,Male,Neither satisfied nor dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116753236,12.3,
3.5.2.9.1,Quebec,25 to 54 years,Male,Dissatisfied or very dissatisfied,Number of persons,Persons,thousands,v116753237,59.0,E
3.5.2.9.2,Quebec,25 to 54 years,Male,Dissatisfied or very dissatisfied,Percentage of persons,Percent,units ,v116753238,4.9,E
3.5.2.9.3,Quebec,25 to 54 years,Male,Dissatisfied or very dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116753239,3.2,
3.5.2.9.4,Quebec,25 to 54 years,Male,Dissatisfied or very dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116753240,7.5,
3.5.2.5.1,Quebec,25 to 54 years,Male,Dissatisfied,Number of persons,Persons,thousands,v116753241,45.0,E
3.5.2.5.2,Quebec,25 to 54 years,Male,Dissatisfied,Percentage of persons,Percent,units ,v116753242,3.7,E
3.5.2.5.3,Quebec,25 to 54 years,Male,Dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116753243,2.3,
3.5.2.5.4,Quebec,25 to 54 years,Male,Dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116753244,6.1,
3.5.2.6.1,Quebec,25 to 54 years,Male,Very dissatisfied,Number of persons,Persons,thousands,v116753245,,F
3.5.2.6.2,Quebec,25 to 54 years,Male,Very dissatisfied,Percentage of persons,Percent,units ,v116753246,,F
3.5.2.6.3,Quebec,25 to 54 years,Male,Very dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116753247,,F
3.5.2.6.4,Quebec,25 to 54 years,Male,Very dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116753248,,F
3.5.2.7.1,Quebec,25 to 54 years,Male,Don't know/refusal/not stated,Number of persons,Persons,thousands,v116753249,,F
3.5.2.7.2,Quebec,25 to 54 years,Male,Don't know/refusal/not stated,Percentage of persons,Percent,units ,v116753250,,F
3.5.2.7.3,Quebec,25 to 54 years,Male,Don't know/refusal/not stated,"Low 95% confidence interval, percent",Percent,units ,v116753251,,F
3.5.2.7.4,Quebec,25 to 54 years,Male,Don't know/refusal/not stated,"High 95% confidence interval, percent",Percent,units ,v116753252,,F
3.5.3.1.1,Quebec,25 to 54 years,Female,"Total, job satisfaction",Number of persons,Persons,thousands,v116753253,1139.0,
3.5.3.1.2,Quebec,25 to 54 years,Female,"Total, job satisfaction",Percentage of persons,Percent,units ,v116753254,100.0,
3.5.3.1.3,Quebec,25 to 54 years,Female,"Total, job satisfaction","Low 95% confidence interval, percent",Percent,units ,v116753255,100.0,
3.5.3.1.4,Quebec,25 to 54 years,Female,"Total, job satisfaction","High 95% confidence interval, percent",Percent,units ,v116753256,100.0,
3.5.3.8.1,Quebec,25 to 54 years,Female,Very satisfied or satisfied,Number of persons,Persons,thousands,v116753257,1030.0,
3.5.3.8.2,Quebec,25 to 54 years,Female,Very satisfied or satisfied,Percentage of persons,Percent,units ,v116753258,90.4,
3.5.3.8.3,Quebec,25 to 54 years,Female,Very satisfied or satisfied,"Low 95% confidence interval, percent",Percent,units ,v116753259,87.0,
3.5.3.8.4,Quebec,25 to 54 years,Female,Very satisfied or satisfied,"High 95% confidence interval, percent",Percent,units ,v116753260,93.0,
3.5.3.2.1,Quebec,25 to 54 years,Female,Very satisfied,Number of persons,Persons,thousands,v116753261,398.0,
3.5.3.2.2,Quebec,25 to 54 years,Female,Very satisfied,Percentage of persons,Percent,units ,v116753262,34.9,
3.5.3.2.3,Quebec,25 to 54 years,Female,Very satisfied,"Low 95% confidence interval, percent",Percent,units ,v116753263,30.3,
3.5.3.2.4,Quebec,25 to 54 years,Female,Very satisfied,"High 95% confidence interval, percent",Percent,units ,v116753264,39.9,
3.5.3.3.1,Quebec,25 to 54 years,Female,Satisfied,Number of persons,Persons,thousands,v116753265,632.0,
3.5.3.3.2,Quebec,25 to 54 years,Female,Satisfied,Percentage of persons,Percent,units ,v116753266,55.5,
3.5.3.3.3,Quebec,25 to 54 years,Female,Satisfied,"Low 95% confidence interval, percent",Percent,units ,v116753267,50.6,
3.5.3.3.4,Quebec,25 to 54 years,Female,Satisfied,"High 95% confidence interval, percent",Percent,units ,v116753268,60.3,
3.5.3.4.1,Quebec,25 to 54 years,Female,Neither satisfied nor dissatisfied,Number of persons,Persons,thousands,v116753269,75.0,E
3.5.3.4.2,Quebec,25 to 54 years,Female,Neither satisfied nor dissatisfied,Percentage of persons,Percent,units ,v116753270,6.6,E
3.5.3.4.3,Quebec,25 to 54 years,Female,Neither satisfied nor dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116753271,4.4,
3.5.3.4.4,Quebec,25 to 54 years,Female,Neither satisfied nor dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116753272,9.9,
3.5.3.9.1,Quebec,25 to 54 years,Female,Dissatisfied or very dissatisfied,Number of persons,Persons,thousands,v116753273,31.0,E
3.5.3.9.2,Quebec,25 to 54 years,Female,Dissatisfied or very dissatisfied,Percentage of persons,Percent,units ,v116753274,2.7,E
3.5.3.9.3,Quebec,25 to 54 years,Female,Dissatisfied or very dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116753275,1.6,
3.5.3.9.4,Quebec,25 to 54 years,Female,Dissatisfied or very dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116753276,4.5,
3.5.3.5.1,Quebec,25 to 54 years,Female,Dissatisfied,Number of persons,Persons,thousands,v116753277,25.0,E
3.5.3.5.2,Quebec,25 to 54 years,Female,Dissatisfied,Percentage of persons,Percent,units ,v116753278,2.2,E
3.5.3.5.3,Quebec,25 to 54 years,Female,Dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116753279,1.3,
3.5.3.5.4,Quebec,25 to 54 years,Female,Dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116753280,3.7,
3.5.3.6.1,Quebec,25 to 54 years,Female,Very dissatisfied,Number of persons,Persons,thousands,v116753281,,F
3.5.3.6.2,Quebec,25 to 54 years,Female,Very dissatisfied,Percentage of persons,Percent,units ,v116753282,,F
3.5.3.6.3,Quebec,25 to 54 years,Female,Very dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116753283,,F
3.5.3.6.4,Quebec,25 to 54 years,Female,Very dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116753284,,F
3.5.3.7.1,Quebec,25 to 54 years,Female,Don't know/refusal/not stated,Number of persons,Persons,thousands,v116753285,,F
3.5.3.7.2,Quebec,25 to 54 years,Female,Don't know/refusal/not stated,Percentage of persons,Percent,units ,v116753286,,F
3.5.3.7.3,Quebec,25 to 54 years,Female,Don't know/refusal/not stated,"Low 95% confidence interval, percent",Percent,units ,v116753287,,F
3.5.3.7.4,Quebec,25 to 54 years,Female,Don't know/refusal/not stated,"High 95% confidence interval, percent",Percent,units ,v116753288,,F
3.6.1.1.1,Quebec,25 to 34 years,Both sexes,"Total, job satisfaction",Number of persons,Persons,thousands,v116753289,734.0,
3.6.1.1.2,Quebec,25 to 34 years,Both sexes,"Total, job satisfaction",Percentage of persons,Percent,units ,v116753290,100.0,
3.6.1.1.3,Quebec,25 to 34 years,Both sexes,"Total, job satisfaction","Low 95% confidence interval, percent",Percent,units ,v116753291,100.0,
3.6.1.1.4,Quebec,25 to 34 years,Both sexes,"Total, job satisfaction","High 95% confidence interval, percent",Percent,units ,v116753292,100.0,
3.6.1.8.1,Quebec,25 to 34 years,Both sexes,Very satisfied or satisfied,Number of persons,Persons,thousands,v116753293,635.0,
3.6.1.8.2,Quebec,25 to 34 years,Both sexes,Very satisfied or satisfied,Percentage of persons,Percent,units ,v116753294,86.5,
3.6.1.8.3,Quebec,25 to 34 years,Both sexes,Very satisfied or satisfied,"Low 95% confidence interval, percent",Percent,units ,v116753295,81.1,
3.6.1.8.4,Quebec,25 to 34 years,Both sexes,Very satisfied or satisfied,"High 95% confidence interval, percent",Percent,units ,v116753296,90.6,
3.6.1.2.1,Quebec,25 to 34 years,Both sexes,Very satisfied,Number of persons,Persons,thousands,v116753297,226.0,
3.6.1.2.2,Quebec,25 to 34 years,Both sexes,Very satisfied,Percentage of persons,Percent,units ,v116753298,30.7,
3.6.1.2.3,Quebec,25 to 34 years,Both sexes,Very satisfied,"Low 95% confidence interval, percent",Percent,units ,v116753299,25.0,
3.6.1.2.4,Quebec,25 to 34 years,Both sexes,Very satisfied,"High 95% confidence interval, percent",Percent,units ,v116753300,37.2,
3.6.1.3.1,Quebec,25 to 34 years,Both sexes,Satisfied,Number of persons,Persons,thousands,v116753301,410.0,
3.6.1.3.2,Quebec,25 to 34 years,Both sexes,Satisfied,Percentage of persons,Percent,units ,v116753302,55.8,
3.6.1.3.3,Quebec,25 to 34 years,Both sexes,Satisfied,"Low 95% confidence interval, percent",Percent,units ,v116753303,49.4,
3.6.1.3.4,Quebec,25 to 34 years,Both sexes,Satisfied,"High 95% confidence interval, percent",Percent,units ,v116753304,62.0,
3.6.1.4.1,Quebec,25 to 34 years,Both sexes,Neither satisfied nor dissatisfied,Number of persons,Persons,thousands,v116753305,65.0,E
3.6.1.4.2,Quebec,25 to 34 years,Both sexes,Neither satisfied nor dissatisfied,Percentage of persons,Percent,units ,v116753306,8.9,E
3.6.1.4.3,Quebec,25 to 34 years,Both sexes,Neither satisfied nor dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116753307,5.5,
3.6.1.4.4,Quebec,25 to 34 years,Both sexes,Neither satisfied nor dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116753308,14.0,
3.6.1.9.1,Quebec,25 to 34 years,Both sexes,Dissatisfied or very dissatisfied,Number of persons,Persons,thousands,v116753309,,F
3.6.1.9.2,Quebec,25 to 34 years,Both sexes,Dissatisfied or very dissatisfied,Percentage of persons,Percent,units ,v116753310,,F
3.6.1.9.3,Quebec,25 to 34 years,Both sexes,Dissatisfied or very dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116753311,,F
3.6.1.9.4,Quebec,25 to 34 years,Both sexes,Dissatisfied or very dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116753312,,F
3.6.1.5.1,Quebec,25 to 34 years,Both sexes,Dissatisfied,Number of persons,Persons,thousands,v116753313,,F
3.6.1.5.2,Quebec,25 to 34 years,Both sexes,Dissatisfied,Percentage of persons,Percent,units ,v116753314,,F
3.6.1.5.3,Quebec,25 to 34 years,Both sexes,Dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116753315,,F
3.6.1.5.4,Quebec,25 to 34 years,Both sexes,Dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116753316,,F
3.6.1.6.1,Quebec,25 to 34 years,Both sexes,Very dissatisfied,Number of persons,Persons,thousands,v116753317,,F
3.6.1.6.2,Quebec,25 to 34 years,Both sexes,Very dissatisfied,Percentage of persons,Percent,units ,v116753318,,F
3.6.1.6.3,Quebec,25 to 34 years,Both sexes,Very dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116753319,,F
3.6.1.6.4,Quebec,25 to 34 years,Both sexes,Very dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116753320,,F
3.6.1.7.1,Quebec,25 to 34 years,Both sexes,Don't know/refusal/not stated,Number of persons,Persons,thousands,v116753321,,F
3.6.1.7.2,Quebec,25 to 34 years,Both sexes,Don't know/refusal/not stated,Percentage of persons,Percent,units ,v116753322,,F
3.6.1.7.3,Quebec,25 to 34 years,Both sexes,Don't know/refusal/not stated,"Low 95% confidence interval, percent",Percent,units ,v116753323,,F
3.6.1.7.4,Quebec,25 to 34 years,Both sexes,Don't know/refusal/not stated,"High 95% confidence interval, percent",Percent,units ,v116753324,,F
3.6.2.1.1,Quebec,25 to 34 years,Male,"Total, job satisfaction",Number of persons,Persons,thousands,v116753325,383.0,
3.6.2.1.2,Quebec,25 to 34 years,Male,"Total, job satisfaction",Percentage of persons,Percent,units ,v116753326,100.0,
3.6.2.1.3,Quebec,25 to 34 years,Male,"Total, job satisfaction","Low 95% confidence interval, percent",Percent,units ,v116753327,100.0,
3.6.2.1.4,Quebec,25 to 34 years,Male,"Total, job satisfaction","High 95% confidence interval, percent",Percent,units ,v116753328,100.0,
3.6.2.8.1,Quebec,25 to 34 years,Male,Very satisfied or satisfied,Number of persons,Persons,thousands,v116753329,311.0,
3.6.2.8.2,Quebec,25 to 34 years,Male,Very satisfied or satisfied,Percentage of persons,Percent,units ,v116753330,81.3,
3.6.2.8.3,Quebec,25 to 34 years,Male,Very satisfied or satisfied,"Low 95% confidence interval, percent",Percent,units ,v116753331,73.0,
3.6.2.8.4,Quebec,25 to 34 years,Male,Very satisfied or satisfied,"High 95% confidence interval, percent",Percent,units ,v116753332,87.4,
3.6.2.2.1,Quebec,25 to 34 years,Male,Very satisfied,Number of persons,Persons,thousands,v116753333,123.0,
3.6.2.2.2,Quebec,25 to 34 years,Male,Very satisfied,Percentage of persons,Percent,units ,v116753334,32.0,
3.6.2.2.3,Quebec,25 to 34 years,Male,Very satisfied,"Low 95% confidence interval, percent",Percent,units ,v116753335,24.1,
3.6.2.2.4,Quebec,25 to 34 years,Male,Very satisfied,"High 95% confidence interval, percent",Percent,units ,v116753336,41.1,
3.6.2.3.1,Quebec,25 to 34 years,Male,Satisfied,Number of persons,Persons,thousands,v116753337,189.0,
3.6.2.3.2,Quebec,25 to 34 years,Male,Satisfied,Percentage of persons,Percent,units ,v116753338,49.3,
3.6.2.3.3,Quebec,25 to 34 years,Male,Satisfied,"Low 95% confidence interval, percent",Percent,units ,v116753339,40.4,
3.6.2.3.4,Quebec,25 to 34 years,Male,Satisfied,"High 95% confidence interval, percent",Percent,units ,v116753340,58.2,
3.6.2.4.1,Quebec,25 to 34 years,Male,Neither satisfied nor dissatisfied,Number of persons,Persons,thousands,v116753341,,F
3.6.2.4.2,Quebec,25 to 34 years,Male,Neither satisfied nor dissatisfied,Percentage of persons,Percent,units ,v116753342,,F
3.6.2.4.3,Quebec,25 to 34 years,Male,Neither satisfied nor dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116753343,,F
3.6.2.4.4,Quebec,25 to 34 years,Male,Neither satisfied nor dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116753344,,F
3.6.2.9.1,Quebec,25 to 34 years,Male,Dissatisfied or very dissatisfied,Number of persons,Persons,thousands,v116753345,,F
3.6.2.9.2,Quebec,25 to 34 years,Male,Dissatisfied or very dissatisfied,Percentage of persons,Percent,units ,v116753346,,F
3.6.2.9.3,Quebec,25 to 34 years,Male,Dissatisfied or very dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116753347,,F
3.6.2.9.4,Quebec,25 to 34 years,Male,Dissatisfied or very dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116753348,,F
3.6.2.5.1,Quebec,25 to 34 years,Male,Dissatisfied,Number of persons,Persons,thousands,v116753349,,F
3.6.2.5.2,Quebec,25 to 34 years,Male,Dissatisfied,Percentage of persons,Percent,units ,v116753350,,F
3.6.2.5.3,Quebec,25 to 34 years,Male,Dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116753351,,F
3.6.2.5.4,Quebec,25 to 34 years,Male,Dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116753352,,F
3.6.2.6.1,Quebec,25 to 34 years,Male,Very dissatisfied,Number of persons,Persons,thousands,v116753353,,F
3.6.2.6.2,Quebec,25 to 34 years,Male,Very dissatisfied,Percentage of persons,Percent,units ,v116753354,,F
3.6.2.6.3,Quebec,25 to 34 years,Male,Very dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116753355,,F
3.6.2.6.4,Quebec,25 to 34 years,Male,Very dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116753356,,F
3.6.2.7.1,Quebec,25 to 34 years,Male,Don't know/refusal/not stated,Number of persons,Persons,thousands,v116753357,,F
3.6.2.7.2,Quebec,25 to 34 years,Male,Don't know/refusal/not stated,Percentage of persons,Percent,units ,v116753358,,F
3.6.2.7.3,Quebec,25 to 34 years,Male,Don't know/refusal/not stated,"Low 95% confidence interval, percent",Percent,units ,v116753359,,F
3.6.2.7.4,Quebec,25 to 34 years,Male,Don't know/refusal/not stated,"High 95% confidence interval, percent",Percent,units ,v116753360,,F
3.6.3.1.1,Quebec,25 to 34 years,Female,"Total, job satisfaction",Number of persons,Persons,thousands,v116753361,352.0,
